Divison,Police Station,Date of Occurrence of the Mugging Incident  (YY/MM/DD),Time of Occurrence,Month,Day,Time,Place of Occurrence of the mugging incident,The way in which mugging was done and property looted,Type of Place,Latitude,Longitute,Date of Report,Victim's Gender,Victim's AGE ,"Type of the 
Vehicle used by the assailants
( 2/3/4 wheeler/Walk)",Vehicle model as identified by the Victim,Vehicle Colour as reported by the victim,Vehicle Number as reported by the victim,Whether CC TV Footage is available ? (Yes/No),Whether the accused was wearing a Helmet or not (Yes/No),Whether the FIR has been Detected/ Undetected ?,,,
WEST,Jnanabharathi PS,10.07.2014,15:00:00,June,Tuesday,12:00-15:00,"No.26, 3rd Cross, 10th Main, NGEf Lay out, Nagarabhavi, Bangalore.",Snatching while on the move (Accused on bike) from back,On Side Road,12.95897562,77.50865955,07.10.2014,Female,40,By Walk,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,26.11.2014,15:30:00,November,Wednesday,15:00-18:00,"No.61,12th Cross,2nd Stage, NGEF Leyout,Nrapathung Nagar,Bng-72",Snatching by walk & escaping with bike,In-front of Victims house,12.95893194,77.51024782,26.11.2014,Female,51,2 Wheeler,Bajaj Pulsar,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,12.03.2015,11:00:00,March,Thursday,09:00-12:00,"Lades PG Hostol univercity campus, Bangalore Univercity, Bengaluru",Accused was on foot,Other Places,12.95846171,77.49780491,03.12.2015,Female,28,By Walk,No,No,No,No ,No,Detected,,,
WEST,Kalasipalya PS,08.07.2014,13:30:00,June,Sunday,12:00-15:00,"OPP CORPATION ROAD, J.C.ROAD, KALASIPALYA, BANGALORE",Accused was on foot,On a main road,12.9583,77.5838,07.10.2014,Female,32,By Walk,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,30.06.2015,12:15:00,June,Thursday,12:00-15:00,"2nd Cross, Near Gurukrappa layout 14 block nagarabhavi Bangalore-72",Snatching by walk & escaping with bike,Other Places,12.95772608,77.51607064,30.06.2015,Female,59,2 Wheeler,Bajaj Pulsar,Black,No,No ,No,Undetected,,,
WEST,Vijayanagar PS,31.12.2014,18:45:00,December,Wednesday,18:00-21:00,"Near Dr|| Bhojaraj House, 4th A Cross, R.P.C. Layout, Vijayanagar, Bangalore.",Snatching while on the move (Accused on bike) from back,On Side Road,12.95755763,77.53553444,16.05.2015,Female,30,By Walk,No,No,No,No ,No,Detected,,,
WEST,Chandra Layout PS,08.08.2014,12:00:00.,June,Sunday,09:00-12:00,"No.115/3, 6th Main Road, 3rd Street, New Income Tax Layout, Jyothi Nagar, Bangalore-72",Snatching by walk & escaping with bike,In-front of Victims house,12.95735853,77.51996397,08.08.2014,Female,63,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Chandra Layout PS,08.08.2014,12:00:00.,August,Wednesday,09:00-12:00,"No.115/3, 6th Main Road, 3rd Street, New Income Tax Layout, Jyothi Nagar, Bangalore-72",Snatching by walk & escaping with bike,In-front of Victims house,12.95735853,77.51996397,08.08.2014,Female,63,2 Wheeler,Bajaj Pulsar,Black,No,No ,Yes,Detected,,,
WEST,Chandra Layout PS,11.04.2015,07:30:00,April,Wednesday,06:00-09:00,"No.195, Near Nilugal Apartment, 6th Main,, Vidyagirilayout,, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.95706842,77.52037625,04.11.2015,Female,55,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Vijayanagar PS,11.06.2015, 08:15:00,June,Thursday,06:00-09:00,"Near Basaveshwar Park, R.P.C Layout, Vijayanagar, Bengaluru city, Karnataka,
560040",Snatching while on the move (Accused on bike) from back,On Side Road,12.95695797,77.53709191,11.06.2015,Female,32,2 Wheeler,No,No,No,Yes,No,Undetected,,,
WEST,Chandra Layout PS,24.12.2014,19:00:00.,December,Wednesday,18:00-21:00,"Near #49, 4th main, 7th cross, Vidyagiri layout, Chandra layout, Bangalore-72",Snatching while on the move (Accused on bike) from front,"In Isolated areas (Othrethan main road, Side road)",12.95666017,77.52078616,24.12.2014,Female,52,2 Wheeler,No,No,No,No ,Yes,Undetected,,,
WEST,Chandra Layout PS,24.12.2014,19:00:00.,December,Wednesday,18:00-21:00,"Near #49, 4th main, 7th cross, Vidyagiri layout, Chandra layout, Bangalore-72",Snatching while on the move (Accused on bike) from front,"In Isolated areas (Othrethan main road, Side road)",12.95666017,77.52078616,24.12.2014,Female,52,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Vijayanagar PS,06.06.2015,16:10:00,June,saturday,15:00-18:00,"Near Chitrakoot School, Service road, R.P.C Layout, Vijayanagar, Bengaluru city,
Karnataka, 560040",Snatching while on the move (Accused on bike) from front,On Side Road,12.95648639,77.53467431,06.06.2015,Female,48,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Byatarayanapura  PS,16.03.2015,20:00:00,March,Monday,18:00-21:00,"Near bwssb office, new guddadahalli, Bengaluru",Accused was on foot,On a main road,12.95605562,77.54593657,16.03.2015,Female,41,By Walk,No,No,No,No ,No,Detected,,,
WEST,Chandra Layout PS,10.07.2014,15:30:00.,June,Monday,15:00-18:00,"Opp No.1461, 4th Cross, 2nd Stage, 1st Phase, Chandralayout, Bangalore-40",Snatching by walk & escaping with bike,In-front of Victims house,12.95522357,77.52697595,07.10.2014,Female,59,2 Wheeler,Honda Activa,white ,KA-01-EV-2449,No ,Yes,Detected,,,
WEST,Chandra Layout PS,10.07.2014,15:30:00.,June,Monday,15:00-18:00,"Opp No.1461, 4th Cross, 2nd Stage, 1st Phase, Chandralayout, Bangalore-40",Snatching by walk & escaping with bike,In-front of Victims house,12.95522357,77.52697595,07.10.2014,Female,59,2 Wheeler,Honda Activa,white ,KA-01-EV-2449,No ,Yes,Detected,,,
WEST,Chandra Layout PS,26.02.2015,11:30:00,February,Thursday,09:00-12:00,"9th Cross, BCC Layout, Near Water Tank, Chandralayout, Bengaluru",Snatching by walk & escaping with bike,Other Places,12.95468688,77.52914756,26.02.2015,Female,52,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,10.07.2014,12:45:00,June,Tuesday,12:00-15:00,"7th Cross, 6th Main Junction, Jnanajyothinagara, Bangalore.",Snatching by walk & escaping with bike,On Side Road,12.95462547,77.49653725,07.10.2014,Female,40,2 Wheeler,Bajaj Pulsar,Black,AP-04-AK-4497       ,No ,Yes,Detected,,,
WEST,Jnanabharathi PS,11.10.2014,08:00:00,October,Saturday,06:00-09:00,"No.315,8th cross,1st stage,Bhavani nagar,Railwy leyout, Bng-56",Snatching by walk & escaping with bike,In-front of Victims house,12.9545951,77.48888395,10.11.2014,Female,40,2 Wheeler,Bajaj Pulsar,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,11.06.2015,11:00:00,June,Thursday,09:00-12:00,"3rd cross, ullala main road, Jnanajyothi Nagara, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,12.95105371,77.49371028,02.02.2015,Female,45,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Chandra Layout PS,10.05.2015,19:30:00,May,Sunday,18:00-21:00,"Near Nayandahalli Railway Gate, Nayandahalli, Bangalore. ",Snatching by walk & escaping with bike,Other Places,12.94380908,77.52642634,21.06.2015,Female,32,By Walk,No,No,No,No ,No,Detected,,,
WEST,Byatarayanapura  PS,09.09.2014,16:00:00,September,Tuesday,15:00-18:00,"7TH CROSS,BDA PARK AVALAHALLI, MYSORE ROAD",Snatching while on the move (Accused on bike) from back,On Side Road,12.943103,77.54362011,09.09.2014,Female,60,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Jnanabharathi PS,04.02.2015,11:20:00,February,Wednesday,09:00-12:00,"No.68/1, 10 th main, 5 th cross, ringroad, jnanajo, mallathahalli, Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.94198473,77.49177783,02.04.2015,Female,58,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Jnanabharathi PS,30.03.2015,20:45:00,March,Monday,18:00-21:00,"Old ring road opp,PVP School, Jnanagagnga nagar, Bengaluru",Snatching while on the move (Accused on bike) from back,On a main road,12.93771575,77.49936025,30.03.2015,Female,43,2 Wheeler,Bajaj Pulsar,Black,No,No ,No,Detected,,,
WEST,Byatarayanapura  PS,15.07.2014,09:00:00.,June,Sunday,06:00-09:00,"INFRONT OF NO.14, 7TH MAIN,PRAMOD LAYOUT, MYSORE ROAD",Snatching by walk & escaping with bike,In-front of Victims house,12.93724457,77.52892752,15.07.2014,Female,55,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Rajarajeshwari Nagar PS,23.08.2014,19:40:00,June,Monday,18:00-21:00,"38th cross road, Near Shankarappa house,, Kenchenahalli, Rajarajeshwari
Nagar,Bangalore-98.",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.92981661,77.51141968,23.08.2014,Female,42,2 Wheeler,Honda Activa,Silver,KA-04-HN-4374,No ,No,Detected,,,
WEST,Kengeri PS,05.02.2015,10:15:00,February,Thursday,09:00-12:00,"Opp door No 670 2nd & 3rd main middle 5th cross, Jnanabharathi layout  Bengaluru",Snatching with assault,On Side Road,12.9280837,77.49766725,02.05.2015,Female,31,2 Wheeler,HONDA DIO,No,No,No ,No,Detected,,,
WEST,Rajarajeshwari Nagar PS,12.10.2014,07:15:00,October,Sunday,06:00-09:00,"Near House No 344, D Road ,Ideal homes township, 2nd Phase,
Rajrajeshawari Nagar,Bangalore-98.",Snatching while on the move (Accused on bike) from back,On Side Road,12.92748402,77.51962162,19.10.2014,Female,62,2 Wheeler,Bajaj Pulsar,Black,KA-32-R-8160,No ,No,Detected,,,
WEST,Kengeri PS,23.06.2014,19:05:00,June,Monday,18:00-21:00,"balamuri ganapathi temple, jnanabharathi layout, 1st stage, kengeri, bangalore-60.",Snatching while on the move (Accused on bike) from back,On Side Road,12.92505872,77.49385978,23.06.2014,Female,50,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Kengeri PS,25.07.2014,06:30:00,June,Wednesday,06:00-09:00,"INFRONT OF HOUSE NO.410, 7th MAIN,JNANABHARATHI LAY OUT 1st STAGE, KENGERI UPANAGARA",Snatching by walk & escaping with bike,In-front of Victims house,12.92505872,77.49385978,25.07.2014,Female,45,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Kengeri PS,13.08.2014,19:00:00,June,Friday,18:00-21:00,"KARANATAKA HOUSING BOARD NEAR, VALAGERAHALLI,JNABHARATH LAYOUT, KENGERI UPANAGAR",Snatching with threat of assault,On Side Road,12.92505872,77.49385978,13.08.2014,Female,24,By Walk,No,No,No,No ,No,Detected,,,
WEST,Kengeri PS,07.06.2014,12:00:00,June,Saturday,09:00-12:00,"8th a cross,, 80 peet road, hoysel circle, kengeri upanagar, bangalore-60.",Snatching while on the move (Accused on bike) from back,On Side Road,12.92386005,77.48492999,06.07.2014,Female,57,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Kengeri PS,29.08.2014,10:00:00,June,Sunday,09:00-12:00,"no.MIG-14 Opposite, 80 peeth road, school near, kengeri upanagar, bangalore.",Snatching by walk & escaping with bike,In-front of Victims house,12.92383326,77.48493176,29.08.2014,Female,37,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Rajarajeshwari Nagar PS,06.06.2014,21:00:00,June,Friday,18:00-21:00,"In front of house No- 56/A, E road, Near Le pape show room, Ideal homes, RR
Nagar,Bangalore",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.92287228,77.52082863,06.06.2014,Female,33,2 Wheeler,Honda Activa,white ,KA-02-HU-6839,No ,No,Detected,,,
WEST,Rajarajeshwari Nagar PS,24.07.2014,06:00:00,June,Monday,06:00-09:00,"Infront of house # 167, 3rd crs, BHEL layout-North, Pattanagere, Rajarajeshwari Nagar,Bangalore city.",Snatching while on the move (Accused on bike) from back,On Side Road,12.92277617,77.5081085,24.07.2014,Female,52,2 Wheeler,TVS Appachi,Black,TN-48-F-9578,No ,No,Detected,,,
WEST,Kengeri PS,11.06.2015, 10:30:00,June,Thursday,09:00-12:00,"5th main, Ragvendra Mutt Near, K S Town",Snatching while on the move (Accused on bike) from front,"Near Temples, Masque, Church Etc",12.92135145,77.48339569,11.06.2015,Female,75,2 Wheeler,No,No,No,No ,No,Undetected,,,
WEST,Kengeri PS,06.08.2014,19:00:00,June,Friday,18:00-21:00,"3rd & 4th cross, kengeri upanagar, bangalore-60.",Snatching while on the move (Accused on bike) from back,On Side Road,12.92073565,77.48101412,08.06.2014,Female,61,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Rajarajeshwari Nagar PS,30.01.2015,10:45:00,January,Friday,09:00-12:00,"opp hosue No 73, 9th Cross, Bhel Layout. R R Nagar, bangalore-98 ",Snatching while on the move (Accused on bike) from back,On Side Road,12.91897935,77.50903043,11.06.2015,Female,45,2 Wheeler,Bajaj Pulsar,Black,KA-32-R-8160,No ,No,Detected,,,
WEST,Kengeri PS,24.02.2015,12:30:00,February,Tuesday,12:00-15:00,"3 rd cross, 8th main,, Basaveshwara layout KS Town, Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.91876632,77.48061778,24.02.2015,Female,62,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Kengeri PS,23.06.2014,19:20:00,June,Monday,18:00-21:00,"no.17/3, 2nd flore, 7th main, sri kanteshwar layout, kengeri upanagar, bangalore-60.",Snatching while on the move (Accused on bike) from front,In-front of Victims house,12.91814702,77.4799491,23.06.2014,Female,66,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Kengeri PS,25.08.2014,06:30:00,June,Wednesday,06:00-09:00,"back global appartnment road, krishna garden, mylasandra, bangalore-60.",Snatching while on the move (Accused on bike) from back,On a main road,12.91447901,77.49763569,25.08.2014,Female,50,2 Wheeler,No,No,No,No ,No,Detected,,,
WEST,Rajarajeshwari Nagar PS,30.01.2015, 10:45:00,January,Friday,09:00-12:00,"Infront of Best club road, BEML 4th stage, Rajarajeswari nagara,Bengaluru-98.",Snatching while on the move (Accused on bike) from back,"In Isolated areas (Othrethan main road, Side road)",12.91297098,77.52222057,30.01.2015,Female,53,2 Wheeler,Bajaj Pulsar,Black,KA-32-R-8160,No ,No,Detected,,,
WEST,Kengeri PS,21.03.2015,19:00:00,March,Saturday,18:00-21:00,"Infront of house no.189/2, 3rd main, 6th cross,, Vinayaka nagara, kengeri upanagara, Bengaluru",Snatching by walk & escaping with bike,In-front of Victims house,12.91253029,77.47909914,21.03.2015,Female,73,2 Wheeler,Bajaj Pulsar,No,No,No ,No,Detected,,,
WEST,Rajarajeshwari Nagar PS,06.09.2014,10:30:00,September,Saturday,09:00-12:00,"In front of House No 678/1 2nd Cross, 6th Main,, BEML Lay Out, Rajrajeshwari
Nagar,Bangalore-98.",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.91204728,77.51836715,09.06.2014,Female,62,2 Wheeler,Honda Activa,Silver,KA-04-HN-4374,No ,No,Detected,,,
WEST,Cottonpet PS,27.02.2015,19:00:00,February,Friday,18:00-21:00,"In front of no-15 Obayya lane Akkipete mainroad, Cottonpet, Bangalore.",Snatching while on the move (Accused on bike) from back,"In Isolated areas (Othrethan main road, Side road)",12.341613,77.580603,27.02.2015,Female,49,2 Wheeler,Yamaha Fazar,Red,KA-04-HK-2005,No ,No,Detected,,,
Central,Ashoknagar PS,16.10.2014,16:45,October,Monday,15:00-18:00,"CMP Gate Near House No 803, BDA Flat Austin Town Bangalore ",snatching while on the move (Accused on bike) from front,In-front of Victims house,12.95894379,77.61473943,16.10.2014,Female ,59,2 Wheeler,No,No,No,NO,NO,Undetected,,,
Central,Ashoknagar PS,12.11.2014,12:30,November,Wednesday,12:00-15:00,Near Divyashree Chamber Langford Road Bangalore ,snatching while on the move (Accused on bike) from front,on a main road,12.9621764,77.59914279,12.11.2014,Female ,23,2 Wheeler,Honda Activa,Grey,"KA-05, JJ-1912",NO,Yes,Detected,,,
Central,Cubbon Park PS,18.09.2014,20:20:00,September,Thursday,21:00-00:00,Near Fountain Circle inside Cubbon Park,Accused was on foot,On Side Road,12.97440148,77.59059841,18.09.2014,Female ,34,By Walk,NO,NO,NO,NO,NO,Detected,,,
Central,Halasurgate PS,03.09.2014,20:30,September,wednesday,18:00-21:00,"In front of Building No-15,  13th Cross, Banappa  Park Road, Cubbonpete, Bangalore",snatching while on the move (Accused on bike) from back,"In Isolated areas (Othrethan main road, Side road)",12.97115501,77.58281002,09.03.2014,Female ,45,2 Wheeler,Bajaj Pulsar,BLACK,No,NO,NO,Detected,,,
Central,Sadashivanagar PS,07.07.2014,10:15:00,July,Monday,09:00-12:00,"No 52, 6th Main, ITI Layout",Attention diversion by indulging in small talk,In-front of Victims house,13.03181205,77.56854378,07.07.2014,Female ,70,2 Wheeler,No,No,No,NO,NO,Detected,,,
Central,Sadashivanagar PS,05.09.2014,7:00:00,September,Friday,06:00-09:00,"No 138, 1st Main, 6th Cross",Attention diversion by indulging in small talk,In-front of Victims house,13.03351773,77.56734107,09.05.2014,Female,55,2 Wheeler,No,No,No,NO,NO,Undetected,,,
Central,Sadashivanagar PS,23.10.2014,20:20:00,October,Thursday,18:00-21:00,Near  MSR Management Collage,Attention diversion by indulging in small talk,In-front of Victims house,13.03856953,77.56459318,23.10.2014,Female ,47,2 Wheeler,No,No,No,NO,NO,Undetected,,,
Central,Seshadripuram PS,09.11.2014,6:45:00,November,Sunday,15:00-18:00,Near Badaganadu Sangha Chowtry,Accused was on foot,"In Isolated areas (Othrethan main road, Side road)",12.98987,77.57673,11.09.2014,Female ,42,By Walk,No,No,No,NO,NO,Undetected,,,
Central,Viveknagar PS,16.10.2014,16:45:00,October,Thursday,15:00-18:00,"Behind B.D.A Complex, Park",Snatching while on the move (Accused on bike) from back,"Near a Park, Walking route",12.95759952,77.61493665,16.10.2014,Female ,60,2 Wheeler,Honda Activa,Grey,"KA-05, JJ-1912",NO,Yes,Detected,,,
Central,Viveknagar PS,13.11.2014,14:15:00,November,Thursday,12:00-15:00,"Near Canara Bank, Viveknagar",Snatching while on the move (Accused on bike) from back,On a main road,12.95564552,77.62108991,13.11.2014,Female ,50,2 Wheeler,Honda Activa,Grey,"KA-05, JJ-1912",NO,Yes,Detected,,,
Central,Viveknagar PS,17.12.2014,19:10:00,December,Monday,18:00-21:00,Near Burial Gate Ejipura,Snatching while on the move (Accused on bike) from back,On Side Road,12.94923422,77.62536332,17.12.2014,Female ,44,2 Wheeler,Honda Activa,Grey,"KA-05, JJ-1912",NO,Yes,Detected,,,
Central,Viveknagar PS,03.04.2015,12:05:00,April,Friday,12:00-15:00,Near Shanthinagar Co-Oparative Society Layout Road,Snatching while on the move (Accused on bike) from back,On a main road,12.93124319,77.61515802,04.03.2015,Female ,45,2 Wheeler,Honda Dio,Grey,KA-14-EC-4655,NO,Yes,Detected,,,
Central,Viveknagar PS,11.05.2015,15:10:00,May,Monday,15:00-18:00,"Near J J Curch, 3rd Cross,, Ejipura, Viveknagar Post, Bengaluru",Snatching while on the move (Accused on bike) from back,"Near Temples, Masque, Church Etc",12.9429544,77.62707971,05.11.2015,Female ,62,2 Wheeler,Honda Activa,Grey,"KA-05, JJ-1912",NO,Yes,Detected,,,
Central,Vyalikaval PS,03.09.2014,19:40:00,September,wednesday,18:00-21:00,8th main 7th cross janction near sriniava clinick,Snatching while on the move (Accused on bike) from front,On a main road,13.00032409,77.57713189,09.03.2014,Female ,75,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Undetected,,,
Central,Vyalikaval PS,20.01.2015,16:00:00,january,Tuesday,15:00-18:00,"In front of Shalimar appartament, 8 th main S P Extn Malleswaram, Bengaluru",Snatching while on the move (Accused on bike) from front,On Side Road,12.9994045,77.57479809,20.01.2015,Female ,51,2 Wheeler,Honda Dio,Black,KA 41 EC 4655,NO,Yes,Detected,,,
Central,Vyalikaval PS,04.04.2015,16:30:00,April,Saturday,15:00-18:00,"in front of house no-68,5th temple road, malleswaram, Bengaluru",Snatching while on the move (Accused on bike) from back,On Side Road,13.00479099,77.57206864,04.04.2015,Female ,62,2 Wheeler,No,Black,No,NO,NO,Undetected,,,
Central,Wilsongarden PS,27.12.2014,13:05:00,December,Saturday,12:00-15:00,Nanjappa Road,Snatching while on the move (Accused on bike) from front,On a main road,12.9554162,77.59363611,05.11.2015,Female ,40,2 Wheeler,Honda Dio,Black,KA 41 EC 4655,NO,yes,detected,,,
SOUTH EAST,Airport,13.10.2014,07:15:00,October,Monday,06:00-09:00,"4 th cross, 1 st main, Vinayakanagara   nagara, Konena Agrahara, Bangalore-17          ",Snatching while on the move (Accused on bike) from back,On Side Road,"12.571274
",77.393286,13.10.2014,Female,58,2 Wheeler,Bajaj pulsar,Black ,KA-05-H-1213,NO,NO,Detected,,,
SOUTH EAST,Electronic City,05.09.2014,15:45:00,September,Friday,15:00-18:00,NO 12 Sri Niketan,Attention diversion by indulging in small talk,In-front of Victims house,12.524529,77.372003,05.09.2014,Male,28,2 Wheeler,Bajaj Pulsar,Black ,NO,NO,NO,Undetected,,,
SOUTH EAST,Electronic City,15.11.2014,16:36:00,NOvember,Saturday,15:00-18:00,"Infront of house NO 87, 1st cross",Attention diversion by indulging in small talk,In-front of Victims house,12.52498,77.382638,15.11.2014,Female,36,2 Wheeler,Bajaj Pulsar,Black ,NO,NO,NO,Undetected,,,
SOUTH EAST,Electronic City,22.12.2014,12:30:00,December,Monday,12:00-15:00,Sweta Pravision Store,By other techniques ,On Side Road,12.51129,77.395052,22.12.2014,Female,65,2 Wheeler,No,No,No,NO,No,Undetected,,,
SOUTH EAST,H.A.L,14.07.2014,15:00:00,JULY,Monday,15:00-18:00,KADUBISANAHALLI BUS STAND,Attention diversion by indulging in small talk,In-front of Victims house,12.581869,77.414277,14.07.2014,Female,37,2 Wheeler,BAJAJ PULSAR,No,No,NO,YES,detected,,,
SOUTH EAST,H.A.L,04.08.2014,07:10:00,August,Monday,06:00-09:00,IN FRONT  OF Y.J RESIDENCY  NO360 1ST A CROSS,Attention diversion by indulging in small talk,In-front of Victims house,12.582768,77.41638,04.08.2014,FEMALE,63,2 Wheeler,BAJAJ PULSAR,No,No,NO,NO,detected,,,
SOUTH EAST,H.A.L,06.10.2014,21:00:00,October,Monday,21:00-00:00,KADUBISANAHALLI BUS STAND,Snatching while on the move (Accused on bike) from back,On a main road,12.562757,77.414761,06.10.2014,Female,22,By Walk,No,No,No,NO,NO,detected,,,
SOUTH EAST,H.A.L,12.06.2015,10:45:00,June,Friday,09:00-12:00,"SRINIVASA REDDY HOUSE OPP, NEAR GOVT SCHOOL",Snatching while on the move (Accused on bike) from front,On Side Road,12.582473,77.4156,12.06.2015,Female,50,2 Wheeler,BAJAJ PULSAR,BLACK,7920,NO,YES,Undetected,,,
SOUTH EAST,H.A.L,12.06.2015,11:20:00,June,Friday,18:00-21:00,"NO-114/591, 4TH CROSS,BUVANESWARI LAYOUT",Attention diversion by indulging in small talk,In-front of Victims house,12.565464,77.422066,12.06.2015,Female,45,2 Wheeler,No,No,No,NO,No,Undetected,,,
SOUTH EAST,HSR Layout,26.02.2015,20:30:00.,February,Thursday,18:00-21:00,NEAR GREEN GLEN LAYOUT PARK MAIN ROAD,Snatching while on the move (Accused on bike) from back,"Near a Park, Walking route",12.927041,77.669356,14.07.2014,Female,35,2 Wheeler,No,Black ,No,NO ,NO,Detected,,,
SOUTH EAST,HSR Layout,26.07.2014,06:30:00,JULY,Saturday,06:00-09:00,Near Sree Muneshwar Swamy  Temple,Snatching while on the move (Accused on bike) from back,"Near Temples, Masque, Church Etc",12.899331,77.646995,26.07.2014,Female,65,2 Wheeler,No,Black ,No,NO ,NO,Detected,,,
SOUTH EAST,HSR Layout,15.08.2014,08:30:00,August,Friday,06:00-09:00,"Near NO- 141, 5th Cross , 3rd Phase Reliable",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.904218,77.662161,15.08.2014,Female,62,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,HSR Layout,01.08.2014,06:00:00,August,Friday,06:00-09:00,25th Main Road parangipalya,Snatching while on the move (Accused on bike) from back,On Side Road,12.9054,77.649383,01.08.2014,Female,46,2 Wheeler,No,Black ,No,NO ,NO,Undetected,,,
SOUTH EAST,HSR Layout,02.08.2014,09:00:00,August,Saturday,09:00-12:00,"# 899, 25TH A MAIN ROAD",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.917349,77.650065,02.08.2014,Female,57,3 Wheeler,Auto Rikshaw,Black,No,NO ,NO,Undetected,,,
SOUTH EAST,HSR Layout,05.08.2014,12:15:00,August,Tuesday,12:00-15:00,Infront of NO 529 9 th cross 30 th Main,Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.918978,77.65363,05.08.2014,Female,61,2 Wheeler,No,Black ,No,NO ,NO,Detected,,,
SOUTH EAST,HSR Layout,06.08.2014,07:45:00,August,Wednesday,06:00-09:00,Infront Of NO 367 10 th Cross 29 th Main,Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.918086,77.652498,06.08.2014,Male,31,2 Wheeler,No,No,No,NO ,NO,Undetected,,,
SOUTH EAST,HSR Layout,28.10.2014,20:00:00,October,Tuesday,18:00-21:00,22ND C MAIN,Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.909913,77.64845,28.10.2014,Female,32,2 Wheeler,No,No,No,NO,NO,Undetected,,,
SOUTH EAST,HSR Layout,10.11.2014,19:30:00,October,Saturday,18:00-21:00,"NEAR H NO 1401, 21ST MAIN 1ST SECTOR",Snatching while on the move (Accused on bike) from back,On Side Road,12.909913,77.64845,10.11.2014,Female,40,2 Wheeler,Bajaj Pulsar,Black,KA-11-S-6476,NO,NO,Detected,,,
SOUTH EAST,HSR Layout,12.11.2014,15:30:00,December,Thursday,15:00-18:00,21ST A MAIN 15TH B CROSS,Snatching while on the move (Accused on bike) from back,On a main road,12.913351,77.646111,12.11.2014,Female,42,2 Wheeler,Bajaj Pulsar,Black,KA-11-S-6476,NO,NO,Detected,,,
SOUTH EAST,HSR Layout,14.11.2014,16:30:00,NOvember,Friday,15:00-18:00,NEAR 26TH CROSS PARNGIPALYA,Snatching while on the move (Accused on bike) from back,On a main road,12.904735,77.649697,14.11.2014,Female,29,2 Wheeler,Bajaj Pulsar,Black,KA-11-S-6476,NO,NO,Detected,,,
SOUTH EAST,HSR Layout,16.11.2014,15:30:00,NOvember,Sunday,12:00-15:00,"NEAR H NO 146, 18TH CROSS 30TH MAIN",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.91027,77.653071,16.11.2014,Female,46,2 Wheeler,No,black,No,NO,NO,Undetected,,,
SOUTH EAST,HSR Layout,05.08.2014,12:00:00,MAY,Tuesday,12:00-15:00,"INFRONT OF NO- 831, 26 TH MAIN  10 TH CROSS",Snatching while on the move (Accused on bike) from back,In-front of Victims house,12.91027,77.653071,29.11.2014,Female,32,2 Wheeler,HONDA ACTIVA ,Grey,No,NO,NO,Undetected,,,
SOUTH EAST,HSR Layout,11.12.2014,14:00:00,December,Thursday,12:00-15:00,"opposite to Nilagiries Store, 19th Main,",Snatching while on the move (Accused on bike) from back,"Near a Park, Walking route",12.91027,77.653071,11.12.2014,Female,35,By Walk,No,No,No,NO,NO,Detected,,,
SOUTH EAST,HSR Layout,25.12.2014,13:30:00,December,Thursday,12:00-15:00,"25th Main,",Snatching while on the move (Accused on bike) from back,On Side Road,12.54596,77.385878,25.12.2014,Female,50,2 Wheeler,Bajaj Pulsar,Black,No,NO,NO,Undetected,,,
